Emp_ID,Current_Avg_Level,LAST_Avg_Level,Avg_Time
14365,0.4,0.52,3
14392,0.4,0.47,3
14397,0.4,0.46,3
14399,0.4,0.46,3
14426,0.4,0.53,3
14436,0.4,0.56,3
14448,0.4,0.53,3
14455,0.4,0.5,3
14497,0.4,0.56,3
14502,0.4,0.46,3
14509,0.4,0.52,3
14524,0.4,0.54,3
14531,0.4,0.46,3
14561,0.4,0.46,3
14576,0.4,0.5,3
14579,0.4,0.56,3
14635,0.4,0.46,3
14671,0.4,0.48,3
14742,0.4,0.56,3
14774,0.4,0.57,3
14797,0.4,0.51,3
14857,0.4,0.54,3
14915,0.4,0.49,3
14918,0.4,0.48,3
14936,0.4,0.49,3
14969,0.4,0.47,3
14977,0.4,0.47,3
14979,0.4,0.47,3
14985,0.4,0.56,3
14993,0.4,0.48,3
14995,0.4,0.57,3
25,0.4,0.53,3
28,0.4,0.49,3
33,0.4,0.51,3
43,0.4,0.46,3
47,0.4,0.55,3
49,0.4,0.54,3
78,0.4,0.54,3
91,0.4,0.5,3
110,0.4,0.49,3
120,0.4,0.46,3
122,0.4,0.46,3
154,0.4,0.52,3
181,0.4,0.47,3
186,0.4,0.46,3
188,0.4,0.46,3
215,0.4,0.53,3
225,0.4,0.56,3
237,0.4,0.53,3
244,0.4,0.5,3
286,0.4,0.56,3
291,0.4,0.46,3
298,0.4,0.52,3
313,0.4,0.54,3
320,0.4,0.46,3
350,0.4,0.46,3
365,0.4,0.5,3
368,0.4,0.56,3
424,0.4,0.46,3
460,0.4,0.48,3
531,0.4,0.56,3
563,0.4,0.57,3
586,0.4,0.51,3
646,0.4,0.54,3
682,0.4,0.49,3
712,0.4,0.55,3
715,0.4,0.51,3
749,0.4,0.5,3
922,0.4,0.48,3
955,0.4,0.46,3
990,0.4,0.46,3
1007,0.4,0.47,3
1017,0.4,0.55,3
1026,0.4,0.45,3
1046,0.4,0.57,3
1058,0.4,0.51,3
1157,0.4,0.51,3
1223,0.4,0.46,3
1227,0.4,0.48,3
1236,0.4,0.49,3
1284,0.4,0.55,3
1298,0.4,0.49,3
1315,0.4,0.52,3
1320,0.4,0.52,3
1363,0.4,0.5,3
1368,0.4,0.45,3
1386,0.4,0.46,3
1388,0.4,0.5,3
1390,0.4,0.49,3
1438,0.4,0.53,3
1459,0.4,0.5,3
1470,0.4,0.65,5
1490,0.4,0.46,3
1504,0.4,0.46,3
1507,0.4,0.51,3
1512,0.4,0.46,3
1517,0.4,0.5,3
1520,0.4,0.55,3
1530,0.4,0.47,3
1538,0.4,0.57,3
1552,0.4,0.56,3
1568,0.4,0.48,3
1571,0.4,0.48,3
1595,0.4,0.46,3
1596,0.4,0.53,3
1629,0.4,0.54,3
1688,0.4,0.46,3
1745,0.4,0.48,3
1770,0.4,0.47,3
1813,0.4,0.53,3
1879,0.4,0.49,3
1882,0.4,0.48,3
1900,0.4,0.49,3
1933,0.4,0.47,3
1941,0.4,0.47,3
1943,0.4,0.47,3
1949,0.4,0.56,3
1957,0.4,0.48,3
1959,0.4,0.57,3
1985,0.4,0.49,3
2000,0.4,0.51,3
2290,0.4,0.69,3
2494,0.4,0.99,6
2651,0.4,0.72,2
2768,0.4,0.47,3
3207,0.4,0.38,2
4294,0.4,0.59,6
4417,0.4,0.48,2
5145,0.4,0.85,2
5631,0.4,0.36,4
5691,0.4,0.62,5
5806,0.4,0.64,3
6287,0.4,0.67,3
6357,0.4,0.72,4
6430,0.4,0.51,6
6501,0.4,0.87,4
6627,0.4,0.41,3
6676,0.4,0.86,5
6708,0.4,0.98,3
6855,0.4,0.46,3
6880,0.4,1,2
7331,0.4,0.65,6
7675,0.4,0.65,2
7765,0.4,0.85,2
7859,0.4,0.61,2
8225,0.4,0.41,3
8500,0.4,0.37,2
8691,0.4,0.79,5
8834,0.4,0.43,3
8909,0.4,0.73,3
8980,0.4,0.45,3
9193,0.4,0.42,2
9450,0.4,0.59,4
10282,0.4,0.37,3
10410,0.4,0.58,3
5924,0.41,0.77,6
6177,0.41,0.48,4
6469,0.41,0.96,3
6701,0.41,0.48,2
7218,0.41,0.48,2
7580,0.41,0.75,3
7953,0.41,0.56,2
8654,0.41,0.5,3
8671,0.41,0.5,2
8993,0.41,0.69,4
9154,0.41,0.45,2
9264,0.41,0.7,3
9384,0.41,0.63,3
9598,0.41,0.5,6
10315,0.41,0.48,3
10622,0.41,0.68,4
10751,0.41,0.63,2
11637,0.41,0.67,10
11686,0.41,0.38,10
12006,0.41,0.5,3
12014,0.41,0.55,3
12029,0.41,0.46,3
12040,0.41,0.54,3
12146,0.41,0.46,3
12172,0.41,0.46,3
12177,0.41,0.48,3
12293,0.41,0.49,3
12309,0.41,0.48,3
12314,0.41,0.49,3
12321,0.41,0.54,3
12326,0.41,0.52,3
12344,0.41,0.56,3
12356,0.41,0.57,3
12357,0.41,0.55,3
12363,0.41,0.54,3
12430,0.41,0.52,3
12432,0.41,0.57,3
12436,0.41,0.47,3
12440,0.41,0.52,3
12441,0.41,0.48,3
12459,0.41,0.48,3
12470,0.41,0.52,3
12526,0.41,0.56,3
12527,0.41,0.45,3
12550,0.41,0.47,3
12565,0.41,0.53,3
12585,0.41,0.56,3
12628,0.41,0.46,3
12760,0.41,0.55,3
12763,0.41,0.47,3
12833,0.41,0.68,4
12962,0.41,0.63,2
13848,0.41,0.67,10
13897,0.41,0.38,10
14217,0.41,0.5,3
14225,0.41,0.55,3
14240,0.41,0.46,3
14251,0.41,0.54,3
14357,0.41,0.46,3
14383,0.41,0.46,3
14388,0.41,0.48,3
14504,0.41,0.49,3
14520,0.41,0.48,3
14525,0.41,0.49,3
14532,0.41,0.54,3
14537,0.41,0.52,3
14555,0.41,0.56,3
14567,0.41,0.57,3
14568,0.41,0.55,3
14574,0.41,0.54,3
14641,0.41,0.52,3
14643,0.41,0.57,3
14647,0.41,0.47,3
14651,0.41,0.52,3
14652,0.41,0.48,3
14670,0.41,0.48,3
14681,0.41,0.52,3
14737,0.41,0.56,3
14738,0.41,0.45,3
14761,0.41,0.47,3
14776,0.41,0.53,3
14796,0.41,0.56,3
14839,0.41,0.46,3
14880,0.41,0.49,3
6,0.41,0.5,3
14,0.41,0.55,3
29,0.41,0.46,3
40,0.41,0.54,3
146,0.41,0.46,3
172,0.41,0.46,3
177,0.41,0.48,3
293,0.41,0.49,3
309,0.41,0.48,3
314,0.41,0.49,3
321,0.41,0.54,3
326,0.41,0.52,3
344,0.41,0.56,3
356,0.41,0.57,3
357,0.41,0.55,3
363,0.41,0.54,3
430,0.41,0.52,3
432,0.41,0.57,3
436,0.41,0.47,3
440,0.41,0.52,3
441,0.41,0.48,3
459,0.41,0.48,3
470,0.41,0.52,3
526,0.41,0.56,3
527,0.41,0.45,3
550,0.41,0.47,3
565,0.41,0.53,3
585,0.41,0.56,3
628,0.41,0.46,3
760,0.41,0.55,3
763,0.41,0.47,3
823,0.41,0.5,3
863,0.41,0.47,3
867,0.41,0.46,3
887,0.41,0.51,3
888,0.41,0.51,3
954,0.41,0.71,5
959,0.41,0.5,3
963,0.41,0.45,3
970,0.41,0.48,3
1234,0.41,0.54,3
1249,0.41,0.54,3
1257,0.41,0.48,3
1286,0.41,0.52,3
1293,0.41,0.52,3
1338,0.41,0.56,3
1365,0.41,0.52,3
1369,0.41,0.52,3
1395,0.41,0.52,3
1434,0.41,0.48,3
1445,0.41,0.48,3
1450,0.41,0.5,3
1529,0.41,0.56,3
1539,0.41,0.54,3
1569,0.41,0.47,3
1592,0.41,0.55,3
1593,0.41,0.57,3
1600,0.41,0.51,3
1642,0.41,0.56,3
1667,0.41,0.51,3
1689,0.41,0.48,3
1707,0.41,0.54,3
1715,0.41,0.56,3
1732,0.41,0.56,3
1763,0.41,0.71,4
1790,0.41,0.46,3
1793,0.41,0.51,3
1844,0.41,0.49,3
1968,0.41,0.47,3
1970,0.41,0.55,3
1998,0.41,0.53,3
2018,0.41,0.84,6
2054,0.41,0.68,3
2076,0.41,0.47,3
2453,0.41,0.4,2
3025,0.41,0.96,5
3310,0.41,0.87,6
4285,0.41,0.61,2
4454,0.41,0.86,5
4696,0.41,0.7,3
4775,0.41,0.59,3
4784,0.41,0.54,4
4818,0.41,0.68,3
5046,0.41,0.58,2
5141,0.41,0.9,2
5455,0.41,0.47,2
5483,0.41,0.57,3
10,0.42,0.53,3
93,0.42,0.48,3
103,0.42,0.46,3
138,0.42,0.48,3
231,0.42,0.47,3
234,0.42,0.56,3
258,0.42,0.54,3
265,0.42,0.5,3
390,0.42,0.57,3
395,0.42,0.56,3
416,0.42,0.48,3
419,0.42,0.53,4
426,0.42,0.51,3
474,0.42,0.56,3
484,0.42,0.54,3
685,0.42,1,3
692,0.42,0.75,4
710,0.42,0.48,3
721,0.42,0.49,3
738,0.42,0.56,3
770,0.42,0.46,3
774,0.42,0.54,3
856,0.42,0.56,3
868,0.42,0.56,3
925,0.42,0.56,3
933,0.42,0.52,3
969,0.42,0.54,3
1003,0.42,0.5,3
1024,0.42,0.57,3
1025,0.42,0.47,3
1034,0.42,0.56,3
1099,0.42,0.48,3
1116,0.42,0.46,3
1140,0.42,0.46,3
1158,0.42,0.52,3
1167,0.42,0.54,3
1204,0.42,0.97,4
1219,0.42,0.56,3
1230,0.42,0.55,3
1235,0.42,0.49,3
1253,0.42,0.5,3
1268,0.42,0.53,3
1287,0.42,0.57,3
1326,0.42,0.53,3
1328,0.42,0.47,3
1331,0.42,0.47,3
1372,0.42,0.46,3
1462,0.42,0.53,3
1499,0.42,0.49,3
1524,0.42,0.48,3
1541,0.42,0.47,3
1614,0.42,0.46,3
1633,0.42,0.5,3
1639,0.42,0.55,3
1640,0.42,0.46,3
1648,0.42,0.55,3
1661,0.42,0.47,3
1672,0.42,0.54,3
1694,0.42,0.53,3
1712,0.42,0.5,3
1734,0.42,0.52,3
1789,0.42,0.48,3
1851,0.42,0.47,3
1914,0.42,0.57,3
1923,0.42,0.52,3
1972,0.42,0.47,3
1978,0.42,0.49,3
1991,0.42,0.56,3
2116,0.42,0.96,6
2188,0.42,0.54,4
2841,0.42,0.94,5
2932,0.42,0.73,5
3005,0.42,0.89,5
3309,0.42,0.74,6
3699,0.42,0.86,5
3891,0.42,0.56,3
3987,0.42,0.75,2
4942,0.42,0.59,2
5363,0.42,0.47,3
5491,0.42,0.46,2
5609,0.42,0.4,2
5994,0.42,0.37,3
6318,0.42,0.91,2
6699,0.42,0.91,3
6827,0.42,0.38,3
7029,0.42,0.74,6
7472,0.42,0.77,3
7538,0.42,0.53,5
7804,0.42,0.67,3
7822,0.42,0.41,2
7932,0.42,0.48,5
8158,0.42,0.6,3
8191,0.42,0.5,4
8261,0.42,0.8,6
8302,0.42,0.38,4
8600,0.42,0.51,4
8948,0.42,0.73,6
9221,0.42,0.47,4
9486,0.42,0.86,4
9782,0.42,0.5,3
9914,0.42,0.58,3
10026,0.42,0.85,3
10492,0.42,0.73,4
11374,0.42,0.45,3
11548,0.42,0.8,7
11707,0.42,0.44,2
11829,0.42,0.96,3
11876,0.42,0.47,5
11926,0.42,0.69,2
12010,0.42,0.53,3
12093,0.42,0.48,3
12103,0.42,0.46,3
12138,0.42,0.48,3
12231,0.42,0.47,3
12234,0.42,0.56,3
12258,0.42,0.54,3
12265,0.42,0.5,3
12390,0.42,0.57,3
12395,0.42,0.56,3
12416,0.42,0.48,3
12419,0.42,0.53,4
12426,0.42,0.51,3
12474,0.42,0.56,3
12484,0.42,0.54,3
12685,0.42,1,3
12692,0.42,0.75,4
12710,0.42,0.48,3
12721,0.42,0.49,3
12738,0.42,0.56,3
12770,0.42,0.46,3
12774,0.42,0.54,3
13585,0.42,0.45,3
13759,0.42,0.8,7
13918,0.42,0.44,2
14040,0.42,0.96,3
14087,0.42,0.47,5
14137,0.42,0.69,2
14221,0.42,0.53,3
14304,0.42,0.48,3
14314,0.42,0.46,3
14349,0.42,0.48,3
14442,0.42,0.47,3
14445,0.42,0.56,3
14469,0.42,0.54,3
14476,0.42,0.5,3
14601,0.42,0.57,3
14606,0.42,0.56,3
14627,0.42,0.48,3
14630,0.42,0.53,4
14637,0.42,0.51,3
14685,0.42,0.56,3
14695,0.42,0.54,3
14887,0.42,0.47,3
14950,0.42,0.57,3
14959,0.42,0.52,3
10984,0.43,0.51,4
11066,0.43,0.96,6
11133,0.43,0.74,6
11363,0.43,0.65,2
11385,0.43,0.38,2
11388,0.43,0.46,2
11708,0.43,0.66,2
11709,0.43,0.76,2
11839,0.43,0.88,4
12050,0.43,0.47,3
12067,0.43,0.54,3
12070,0.43,0.5,3
12079,0.43,0.56,3
12105,0.43,0.52,3
12111,0.43,0.47,3
12113,0.43,0.52,3
12167,0.43,0.55,3
12211,0.43,0.46,3
12219,0.43,0.53,3
12238,0.43,0.45,3
12239,0.43,0.53,3
12317,0.43,0.47,3
12354,0.43,0.57,3
12438,0.43,0.53,3
12461,0.43,0.49,3
12462,0.43,0.5,3
12504,0.43,0.51,3
12534,0.43,0.51,3
12545,0.43,0.49,3
12555,0.43,0.53,3
12558,0.43,0.57,3
12559,0.43,0.55,3
12620,0.43,0.51,3
12638,0.43,0.52,3
12640,0.43,0.48,3
12658,0.43,0.55,3
12676,0.43,0.57,3
12679,0.43,0.47,3
12699,0.43,0.48,3
12717,0.43,0.47,3
12726,0.43,0.46,3
12728,0.43,0.57,3
12729,0.43,0.49,3
12731,0.43,0.47,3
12748,0.43,0.51,3
12754,0.43,0.52,3
13080,0.43,0.71,2
13195,0.43,0.51,4
13277,0.43,0.96,6
13344,0.43,0.74,6
13574,0.43,0.65,2
13596,0.43,0.38,2
13599,0.43,0.46,2
13919,0.43,0.66,2
13920,0.43,0.76,2
14050,0.43,0.88,4
14261,0.43,0.47,3
14278,0.43,0.54,3
14281,0.43,0.5,3
14290,0.43,0.56,3
14316,0.43,0.52,3
14322,0.43,0.47,3
14324,0.43,0.52,3
14378,0.43,0.55,3
14422,0.43,0.46,3
14430,0.43,0.53,3
14449,0.43,0.45,3
14450,0.43,0.53,3
14528,0.43,0.47,3
14565,0.43,0.57,3
14649,0.43,0.53,3
14672,0.43,0.49,3
14673,0.43,0.5,3
14715,0.43,0.51,3
14745,0.43,0.51,3
14756,0.43,0.49,3
14766,0.43,0.53,3
14769,0.43,0.57,3
14770,0.43,0.55,3
14831,0.43,0.51,3
14849,0.43,0.52,3
14851,0.43,0.48,3
14869,0.43,0.55,3
14882,0.43,0.56,3
14891,0.43,0.53,3
14896,0.43,0.57,3
14916,0.43,0.54,3
14924,0.43,0.5,3
14942,0.43,0.49,3
14968,0.43,0.51,3
14970,0.43,0.46,3
14990,0.43,0.57,3
50,0.43,0.47,3
67,0.43,0.54,3
70,0.43,0.5,3
79,0.43,0.56,3
105,0.43,0.52,3
111,0.43,0.47,3
113,0.43,0.52,3
167,0.43,0.55,3
211,0.43,0.46,3
219,0.43,0.53,3
238,0.43,0.45,3
239,0.43,0.53,3
317,0.43,0.47,3
354,0.43,0.57,3
438,0.43,0.53,3
461,0.43,0.49,3
462,0.43,0.5,3
504,0.43,0.51,3
534,0.43,0.51,3
545,0.43,0.49,3
555,0.43,0.53,3
558,0.43,0.57,3
559,0.43,0.55,3
620,0.43,0.51,3
638,0.43,0.52,3
640,0.43,0.48,3
658,0.43,0.55,3
676,0.43,0.57,3
679,0.43,0.47,3
699,0.43,0.48,3
717,0.43,0.47,3
726,0.43,0.46,3
728,0.43,0.57,3
729,0.43,0.49,3
731,0.43,0.47,3
748,0.43,0.51,3
754,0.43,0.52,3
796,0.43,0.54,3
800,0.43,0.5,3
802,0.43,0.55,3
837,0.43,0.56,3
862,0.43,0.48,3
891,0.43,0.57,3
902,0.43,0.53,3
904,0.43,0.47,3
912,0.43,0.51,3
923,0.43,0.47,3
942,0.43,0.56,3
984,0.43,0.52,3
1004,0.43,0.48,3
1011,0.43,0.53,3
1012,0.43,0.47,3
1066,0.43,0.52,3
1067,0.43,0.47,3
1103,0.43,0.47,3
1125,0.43,0.52,3
1145,0.43,0.45,3
1151,0.43,0.46,3
1168,0.43,0.5,3
1186,0.43,0.49,3
1205,0.43,0.56,3
1241,0.43,0.51,3
1242,0.43,0.53,3
1247,0.43,0.49,3
1252,0.43,0.57,3
1290,0.43,0.56,4
1384,0.43,0.46,3
1398,0.43,0.53,3
1431,0.43,0.52,3
1436,0.43,0.45,3
1437,0.43,0.57,3
1443,0.43,0.52,3
1473,0.43,0.48,3
1508,0.43,0.48,3
1564,0.43,0.52,3
1585,0.43,0.46,3
1591,0.43,0.48,3
1603,0.43,0.53,3
1606,0.43,0.54,3
1613,0.43,0.55,3
1615,0.43,0.54,3
1636,0.43,0.47,3
1680,0.43,0.55,3
1700,0.43,0.46,3
1708,0.43,0.51,3
1777,0.43,0.47,2
1784,0.43,0.53,3
1785,0.43,0.51,3
1787,0.43,0.53,3
1794,0.43,0.51,3
1811,0.43,0.48,3
1817,0.43,0.5,3
1821,0.43,0.52,3
1823,0.43,0.46,3
1846,0.43,0.56,3
1855,0.43,0.53,3
1860,0.43,0.57,3
1880,0.43,0.54,3
1888,0.43,0.5,3
1906,0.43,0.49,3
1932,0.43,0.51,3
1934,0.43,0.46,3
1954,0.43,0.57,3
1984,0.43,0.48,3
1995,0.43,0.54,3
2211,0.43,0.39,5
2555,0.43,0.75,2
2707,0.43,0.68,2
3003,0.43,0.63,3
3390,0.43,0.72,4
3548,0.43,0.85,2
4170,0.43,0.9,5
4498,0.43,0.41,3
4502,0.43,0.6,3
4880,0.43,0.62,3
5057,0.43,0.98,3
5542,0.43,0.74,5
5828,0.43,0.93,3
5990,0.43,0.46,5
7047,0.43,0.86,3
7810,0.43,0.44,3
7878,0.43,0.46,3
8443,0.43,0.77,3
8958,0.43,0.82,5
9033,0.43,0.38,3
9583,0.43,0.51,3
9785,0.43,0.81,3
9960,0.43,0.92,4
10038,0.43,0.84,5
10202,0.43,0.5,5
10417,0.43,0.82,5
10869,0.43,0.71,2
5746,0.44,0.38,2
5756,0.44,0.92,4
5786,0.44,0.97,5
5813,0.44,0.99,2
6019,0.44,0.66,3
6368,0.44,0.44,2
6456,0.44,0.87,4
7007,0.44,0.39,3
7032,0.44,0.68,4
7152,0.44,0.45,6
7252,0.44,0.65,3
7306,0.44,0.67,2
7373,0.44,0.69,2
7379,0.44,0.42,3
7404,0.44,0.63,2
7482,0.44,0.58,2
7518,0.44,0.53,3
7706,0.44,0.61,4
7832,0.44,0.42,2
8154,0.44,0.54,3
8538,0.44,0.83,2
8664,0.44,0.58,3
9159,0.44,0.67,3
9205,0.44,0.38,2
9493,0.44,0.56,3
9663,0.44,0.46,3
10266,0.44,0.52,4
10363,0.44,0.63,3
10685,0.44,0.61,6
10806,0.44,0.37,2
11111,0.44,0.51,4
11541,0.44,0.41,7
11662,0.44,0.66,8
11757,0.44,0.44,7
11806,0.44,0.65,2
12052,0.44,0.55,3
12088,0.44,0.45,3
12108,0.44,0.5,3
12134,0.44,0.51,3
12190,0.44,0.51,3
12209,0.44,0.5,3
12228,0.44,0.54,3
12256,0.44,0.45,3
12263,0.44,0.56,3
12271,0.44,0.51,3
12330,0.44,0.48,3
12338,0.44,0.51,3
12378,0.44,0.56,3
12381,0.44,0.45,3
12433,0.44,0.51,3
12447,0.44,0.46,3
12456,0.44,0.53,3
12472,0.44,0.53,3
12499,0.44,0.48,3
12511,0.44,0.48,3
12519,0.44,0.54,3
12569,0.44,0.51,3
12571,0.44,0.52,3
12581,0.44,0.51,3
12584,0.44,0.56,3
12627,0.44,0.49,3
12637,0.44,0.53,3
12661,0.44,0.5,3
12704,0.44,0.53,3
12723,0.44,0.47,3
12743,0.44,0.49,3
12768,0.44,0.54,3
12781,0.44,0.65,4
12896,0.44,0.61,6
13017,0.44,0.37,2
13322,0.44,0.51,4
13752,0.44,0.41,7
13873,0.44,0.66,8
13968,0.44,0.44,7
14017,0.44,0.65,2
14263,0.44,0.55,3
14299,0.44,0.45,3
14319,0.44,0.5,3
14345,0.44,0.51,3
14401,0.44,0.51,3
14420,0.44,0.5,3
14439,0.44,0.54,3
14467,0.44,0.45,3
14474,0.44,0.56,3
14482,0.44,0.51,3
14541,0.44,0.48,3
14549,0.44,0.51,3
14589,0.44,0.56,3
14592,0.44,0.45,3
14644,0.44,0.51,3
14658,0.44,0.46,3
14667,0.44,0.53,3
14683,0.44,0.53,3
14710,0.44,0.48,3
14722,0.44,0.48,3
14730,0.44,0.54,3
14780,0.44,0.51,3
14782,0.44,0.52,3
14792,0.44,0.51,3
14795,0.44,0.56,3
14838,0.44,0.49,3
14848,0.44,0.53,3
14872,0.44,0.5,3
14904,0.44,0.48,3
14905,0.44,0.56,3
14929,0.44,0.52,3
14935,0.44,0.53,3
14953,0.44,0.52,3
52,0.44,0.55,3
88,0.44,0.45,3
108,0.44,0.5,3
134,0.44,0.51,3
190,0.44,0.51,3
209,0.44,0.5,3
228,0.44,0.54,3
256,0.44,0.45,3
263,0.44,0.56,3
271,0.44,0.51,3
330,0.44,0.48,3
338,0.44,0.51,3
378,0.44,0.56,3
381,0.44,0.45,3
433,0.44,0.51,3
447,0.44,0.46,3
456,0.44,0.53,3
472,0.44,0.53,3
499,0.44,0.48,3
511,0.44,0.48,3
519,0.44,0.54,3
569,0.44,0.51,3
571,0.44,0.52,3
581,0.44,0.51,3
584,0.44,0.56,3
627,0.44,0.49,3
637,0.44,0.53,3
661,0.44,0.5,3
704,0.44,0.53,3
723,0.44,0.47,3
743,0.44,0.49,3
768,0.44,0.54,3
781,0.44,0.65,4
785,0.44,0.57,3
824,0.44,0.53,3
846,0.44,0.51,3
897,0.44,0.56,3
914,0.44,0.49,3
924,0.44,0.5,3
936,0.44,0.49,3
982,0.44,0.55,3
1015,0.44,0.53,3
1049,0.44,0.5,3
1092,0.44,0.46,3
1100,0.44,0.46,3
1107,0.44,0.57,3
1112,0.44,0.46,3
1120,0.44,0.5,3
1193,0.44,0.51,3
1203,0.44,0.55,3
1207,0.44,0.53,3
1217,0.44,0.56,3
1262,0.44,0.56,3
1277,0.44,0.54,3
1295,0.44,0.55,3
1308,0.44,0.5,3
1335,0.44,0.53,3
1337,0.44,0.46,3
1344,0.44,0.54,3
1421,0.44,0.57,3
1476,0.44,0.47,3
1485,0.44,0.56,3
1500,0.44,0.48,3
1510,0.44,0.52,3
1534,0.44,0.53,3
1543,0.44,0.52,3
1557,0.44,0.5,3
1563,0.44,0.57,3
1604,0.44,0.51,3
1668,0.44,0.55,3
1671,0.44,0.57,3
1684,0.44,0.54,3
1719,0.44,0.54,3
1731,0.44,0.55,3
1755,0.44,0.52,3
1767,0.44,0.56,3
1782,0.44,0.51,3
1791,0.44,0.55,3
1798,0.44,0.46,3
1804,0.44,0.48,3
1825,0.44,0.51,3
1868,0.44,0.48,3
1869,0.44,0.56,3
1893,0.44,0.52,3
1899,0.44,0.53,3
1917,0.44,0.52,3
1979,0.44,0.56,3
2532,0.44,0.66,2
2635,0.44,0.42,4
2868,0.44,0.68,3
2990,0.44,0.9,3
3099,0.44,0.4,6
3767,0.44,0.74,2
3843,0.44,0.81,2
3913,0.44,0.57,2
3957,0.44,0.55,3
4118,0.44,0.74,6
4353,0.44,0.68,2
4399,0.44,0.45,2
4520,0.44,0.45,3
5150,0.44,0.36,3
5541,0.44,0.48,3
5663,0.44,0.87,4
11,0.45,0.54,3
17,0.45,0.47,3
19,0.45,0.51,3
32,0.45,0.57,3
34,0.45,0.55,3
38,0.45,0.5,3
42,0.45,0.48,3
73,0.45,0.49,3
81,0.45,0.54,3
142,0.45,0.53,3
152,0.45,0.56,3
160,0.45,0.45,3
163,0.45,0.51,3
170,0.45,0.57,3
214,0.45,0.46,3
246,0.45,0.46,3
268,0.45,0.53,3
299,0.45,0.48,3
301,0.45,0.55,3
306,0.45,0.47,3
334,0.45,0.52,3
336,0.45,0.47,3
383,0.45,0.48,3
389,0.45,0.5,3
392,0.45,0.55,3
396,0.45,0.46,3
413,0.45,0.53,3
414,0.45,0.54,3
425,0.45,0.46,3
476,0.45,0.57,3
538,0.45,0.45,3
541,0.45,0.54,3
609,0.45,0.49,3
619,0.45,0.57,3
649,0.45,0.54,3
703,0.45,0.5,3
706,0.45,0.54,3
725,0.45,0.56,3
727,0.45,0.46,3
797,0.45,0.49,3
807,0.45,0.54,3
820,0.45,0.51,3
854,0.45,0.52,3
905,0.45,0.46,3
981,0.45,0.45,3
993,0.45,0.57,3
1057,0.45,0.56,3
1068,0.45,0.57,3
1074,0.45,0.54,3
1170,0.45,0.45,3
1173,0.45,0.49,3
1180,0.45,0.46,3
1260,0.45,0.48,3
1267,0.45,0.53,3
1270,0.45,0.55,3
1273,0.45,0.46,3
1275,0.45,0.53,3
1299,0.45,0.45,3
1304,0.45,0.57,3
1358,0.45,0.5,3
1396,0.45,0.51,3
1401,0.45,0.47,3
1425,0.45,0.48,3
1456,0.45,0.55,3
1466,0.45,0.47,3
1471,0.45,0.51,3
1488,0.45,0.52,3
1513,0.45,0.52,3
1518,0.45,0.5,3
1621,0.45,0.54,3
1691,0.45,0.68,4
1693,0.45,0.47,3
1727,0.45,0.51,3
1759,0.45,0.51,3
1788,0.45,0.57,3
1807,0.45,0.57,3
1812,0.45,0.5,3
1850,0.45,0.53,3
1867,0.45,0.46,3
1930,0.45,0.46,3
2003,0.45,0.69,3
2075,0.45,0.66,4
2499,0.45,0.52,3
3107,0.45,0.39,3
3246,0.45,0.37,2
3306,0.45,0.6,4
3348,0.45,0.39,3
4053,0.45,0.92,4
4057,0.45,0.72,2
4169,0.45,0.75,3
4178,0.45,0.88,3
4653,0.45,0.58,2
5065,0.45,0.53,4
5217,0.45,0.64,4
5351,0.45,0.72,3
5534,0.45,0.55,2
5662,0.45,0.55,3
5774,0.45,0.62,5
5945,0.45,0.6,3
6117,0.45,0.75,2
6123,0.45,0.45,2
6636,0.45,0.41,6
7345,0.45,0.71,2
7536,0.45,0.76,2
7758,0.45,0.48,5
7889,0.45,0.79,6
7969,0.45,0.61,5
8157,0.45,0.75,2
8718,0.45,0.41,2
9022,0.45,0.46,2
9461,0.45,0.66,3
9492,0.45,0.42,2
9527,0.45,0.87,4
10293,0.45,0.54,2
10354,0.45,0.43,4
10411,0.45,0.5,4
11056,0.45,0.48,2
11094,0.45,0.63,5
11118,0.45,0.55,2
11520,0.45,0.64,10
11524,0.45,0.42,7
12011,0.45,0.54,3
12017,0.45,0.47,3
12019,0.45,0.51,3
12032,0.45,0.57,3
12034,0.45,0.55,3
12038,0.45,0.5,3
12042,0.45,0.48,3
12073,0.45,0.49,3
12081,0.45,0.54,3
12142,0.45,0.53,3
12152,0.45,0.56,3
12160,0.45,0.45,3
12163,0.45,0.51,3
12170,0.45,0.57,3
12214,0.45,0.46,3
12246,0.45,0.46,3
12268,0.45,0.53,3
12299,0.45,0.48,3
12301,0.45,0.55,3
12306,0.45,0.47,3
12334,0.45,0.52,3
12336,0.45,0.47,3
12383,0.45,0.48,3
12389,0.45,0.5,3
12392,0.45,0.55,3
12396,0.45,0.46,3
12413,0.45,0.53,3
12414,0.45,0.54,3
12425,0.45,0.46,3
12476,0.45,0.57,3
12538,0.45,0.45,3
12541,0.45,0.54,3
12609,0.45,0.49,3
12619,0.45,0.57,3
12649,0.45,0.54,3
12703,0.45,0.5,3
12706,0.45,0.54,3
12725,0.45,0.56,3
12727,0.45,0.46,3
13267,0.45,0.48,2
13305,0.45,0.63,5
13329,0.45,0.55,2
13731,0.45,0.64,10
13735,0.45,0.42,7
14222,0.45,0.54,3
14228,0.45,0.47,3
14230,0.45,0.51,3
14243,0.45,0.57,3
14245,0.45,0.55,3
14249,0.45,0.5,3
14253,0.45,0.48,3
14284,0.45,0.49,3
14292,0.45,0.54,3
14353,0.45,0.53,3
14363,0.45,0.56,3
14371,0.45,0.45,3
